"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Haywood County, Tennessee",183.7,35470,18023,24.7,39.9,2.57,43,10.5,4.488542405
"Telfair County, Georgia",159.8,29244,16400,33.7,40.3,2.37,40.1,4.4,2.772573998
"Bath County, Kentucky",238.5,34126,12228,22.7,40.4,2.76,51,14,4.990825688
"Carson City, Nevada",193.5,45639,54521,19.3,42.6,2.43,45.1,11.3,4.262413265
"Letcher County, Kentucky",226.5,28574,23123,30.1,41.6,2.44,55.2,12.6,5.618408437
"Boyd County, Nebraska",135.2,39964,2006,13.9,50.8,2.15,64.7,1.1,9.17721519
"Charleston County, South Carolina",173.7,52752,389262,16.8,36.5,2.44,42.5,7.7,4.774692859
"Geauga County, Ohio",142.4,72264,94102,7.8,44.2,2.67,60.7,4.1,5.939818201
"Polk County, Arkansas",187.2,33127,20216,22,43.1,2.56,51.3,9,6.71641791
"Schoolcraft County, Michigan",213.7,39539,8173,17.6,50,2.38,52.1,15.6,4.633204633
"Newton County, Missouri",185.9,45448,58615,14.3,39.7,2.62,57.6,6.1,4.480398258
"Walthall County, Mississippi",202.5,31607,14638,26.4,39.4,2.58,46,11.1,4.465958776
"Cass County, Texas",179,39256,30313,19.1,43.3,2.56,50.7,9.2,3.991528185
"Rogers County, Oklahoma",174.5,56465,90802,10,38.8,2.64,59.6,5.5,5.259595862
"Randall County, Texas",160,64636,130269,9.7,35.4,2.55,53.9,3.9,5.145852764
"Houghton County, Michigan",155.4,39126,36380,18.7,32.8,2.51,44.3,7.2,5.373953975
"Fentress County, Tennessee",230.9,30299,17917,28.1,44.2,2.43,53,10.4,5.124835742
"Amador County, California",166.6,54610,37001,12.9,50,2.36,52.2,14,3.698558778
"Box Butte County, Nebraska",159,55465,11337,11.4,40.8,2.31,61.1,3.9,6.383909051
"Steele County, North Dakota",117.6,59408,1956,7.1,50.2,2.09,62.2,4,7.098765432
"Mercer County, Ohio",181.9,52606,40968,8.9,40.1,2.54,58.7,5.5,6.325515281
"Washington County, Pennsylvania",186.3,55796,208261,10.7,44.2,2.42,52.5,6.5,4.918324654
"Hawkins County, Tennessee",211.8,39506,56471,19.6,43.4,2.42,52.7,10,4.203166439
"Okfuskee County, Oklahoma",237.1,34172,12181,25,39.6,2.72,47,9.6,7.418397626
"Clay County, Mississippi",187.5,33939,20048,28.4,38.8,2.57,44.2,16.2,3.726061615
"Day County, South Dakota",150.3,43305,5539,16.3,48,2.15,56.2,3.9,8.546059933
"Tama County, Iowa",171.6,54957,17337,12.9,43,2.51,58.5,5.6,6.724330357
"Sevier County, Utah",154.2,48622,20984,12.1,34.1,2.9,59.6,5.9,9.947524527
"Marion County, Georgia",159.3,36055,8761,25.9,500.4,2.83,44.1,14.3,12.64845606
"Pottawattamie County, Iowa",183.8,51947,93671,12.3,39.2,2.48,50.6,5,5.494453173
"Harrison County, Iowa",178.1,52824,14265,11,43.8,2.37,55.9,3.6,4.095334005
"Wright County, Iowa",159.3,50108,12773,12,44.6,2.31,57,5.7,6.48694187
"Jackson County, Minnesota",130.4,53700,10079,9.8,43.4,2.32,59.4,3.2,7.996051333
"Jefferson County, Arkansas",204.1,35927,71565,26.8,38.5,2.41,40,11.2,4.806902219
"Grundy County, Illinois",193.1,70092,50541,8.5,37.2,0.027,55,7.8,4.804003336
"Stephens County, Oklahoma",189.1,42967,44581,15.5,40.1,0.0248,55.2,6.6,2.876060418
"Bates County, Missouri",211.1,41462,16446,18.4,41.9,2.44,54.4,6.6,4.212348529
"Hampton County, South Carolina",205.4,33644,20049,23.8,39.7,2.53,42.7,11,4.650635209
"Jackson County, West Virginia",194.2,41121,29237,16.7,42.6,2.62,54.5,6.8,4.735242361
"Niagara County, New York",177.1,49274,212652,13.4,42.6,2.39,47.1,7.6,4.92078633
"Erie County, New York",183.3,50134,922578,15.2,40.4,2.33,44.3,7,4.815862717
"Lauderdale County, Mississippi",161.9,38869,78524,21.7,37.5,2.56,42.8,9.6,5.340297394
"Newberry County, South Carolina",185.1,42000,38012,19.4,40.9,2.55,45.6,10.2,5.557586837
"Lehigh County, Pennsylvania",168.4,58283,360685,12.8,39.5,2.6,48.3,8.5,5.408652416
"Acadia Parish, Louisiana",230.5,40269,62577,22,35.7,2.7,47.3,10.1,6.938635585
"Woodford County, Illinois",163.5,70127,39227,6.3,39.9,2.65,59.1,5.9,6.403882576
"Carter County, Oklahoma",206.1,44402,48689,16.5,38.6,2.67,49.9,6.1,5.886681383
"Washington County, Indiana",205.3,43573,27827,16.2,40.7,2.62,52.5,10.1,5.667215815
"McCulloch County, Texas",186.9,39649,8341,18.9,44.2,2.59,55.8,4.3,3.525835866
"Davidson County, Tennessee",190.8,48195,678889,19.9,34.2,2.41,40.5,7.2,5.788303646
"Franklin County, Alabama",198.2,33881,31696,23.1,38.8,2.62,50.3,9.8,3.264508929
"Cleveland County, Arkansas",163.4,43201,8311,16.6,42.4,2.53,58.2,9.7,3.533190578
"Reno County, Kansas",172.6,46533,63718,15.8,39.5,2.44,53.3,5.7,5.263956311
"Lewis and Clark County, Montana",159.7,53572,66418,12,40.9,2.38,51.7,4.9,5.247084953
"Nemaha County, Nebraska",164.7,49162,7046,13.6,39.1,2.31,52.2,8,8.91959799
"Coleman County, Texas",182.5,37497,8338,22.6,47.1,2.49,61.5,8.2,3.569230769
"Washoe County, Nevada",166,52862,446903,15.4,37.6,2.58,47,9.1,5.642578635
"Morgan County, Missouri",203.7,36867,20171,20.7,46.5,2.55,50.9,11.7,6.885245902
"Jones County, North Carolina",205.2,38928,10013,22.2,45.2,2.43,51.6,11.6,5.365126677
"Aiken County, South Carolina",164.3,48537,165829,16.6,40.9,2.53,49.9,9.9,5.643104513
"Chilton County, Alabama",195.9,41450,43943,18.1,38.8,2.68,54.4,9.1,5.95355245
"Warren County, Indiana",177.2,55925,8269,9.9,44.1,2.5,60.2,5.5,7.88863109
"Hampshire County, Massachusetts",164.4,57737,161292,15,35.9,2.36,39.6,7.2,2.489937484
"Preble County, Ohio",192.7,49516,41329,13,41.9,2.56,55.9,7.3,3.877752218
"Lincoln County, Oklahoma",198.3,46083,35042,14.9,40.7,2.58,56.8,7.1,5.677852349
"Cooper County, Missouri",179.9,42166,17642,14,38.6,2.47,50.6,5.7,4.315304948
"Haines Borough, Alaska",126.3,67260,2534,9.8,45.5,2.12,55.3,3,5.37428023
"Buffalo County, Nebraska",159.1,51550,48863,12.5,32.5,2.49,50.8,3.5,4.894004637
"Todd County, Minnesota",147.2,43287,24257,17.8,43,2.45,58.7,5.1,7.800672834
"Wilkinson County, Mississippi",219.7,27596,9122,32.5,36.8,2.6,34.4,9.7,2.790178571
"Smyth County, Virginia",202.4,37831,31470,19.7,44.3,2.43,51.7,6.4,6.188734455
"Grenada County, Mississippi",225.1,33650,21578,24.8,40.4,2.86,39.3,9.4,1.946661476
"Johnston County, Oklahoma",215,35977,10980,20.1,40.6,2.58,49,6.7,5.684647303
"Washington County, Virginia",176.7,43353,54591,14.5,44.7,2.35,53.9,6.9,5.091597145
"Green County, Kentucky",195.3,33640,11010,21.5,44.2,2.46,55.3,9,5.095541401
"Salt Lake County, Utah",130.9,62536,1107314,11.9,31.8,3.03,52.1,5.8,6.633919132
"Cedar County, Nebraska",120,54421,8564,10.4,44.8,2.39,64.4,2.2,6.343283582
"Grundy County, Tennessee",218.9,28086,13441,26.1,42.6,2.55,48.4,10.2,5.094207955
"Columbus County, North Carolina",193.6,34321,56694,24.3,41.5,2.47,45,9,5.168210629
"Burleson County, Texas",183.2,48140,17460,16.2,42.6,2.67,54.9,7.5,3.641536273
"Hardee County, Florida",161.9,35371,27502,29.9,34.8,3.33,43.9,11,6.773043626
"Huntingdon County, Pennsylvania",172.7,44531,45668,15.1,42.5,2.36,51.4,8.1,6.823375775
"Gove County, Kansas",136.2,50886,2640,10.4,47.4,2.25,69.1,1.9,8.951965066
"Shelby County, Iowa",138.5,55637,11927,9.6,46.6,2.32,57.3,2.9,3.811252269
"Laclede County, Missouri",183.2,36895,35473,18.4,39.8,2.6,54.4,8.8,4.306281055
"Green County, Wisconsin",158.4,53328,37186,8.7,42.2,2.47,56.7,3.5,5.46031746
"Mercer County, North Dakota",151.9,74047,8853,7.3,45.6,2.31,62.8,3.2,2.630005977
"Haakon County, South Dakota",170.8,43699,1861,12,48.3,2.39,66.3,2.5,3.205128205
"Medina County, Ohio",167.4,68405,176395,7,41.4,2.63,58.1,5,4.599000327
"Marion County, Kentucky",193.4,39089,19365,21.8,38.8,2.51,49.9,9.2,7.024889509
"Walla Walla County, Washington",162.8,49819,60338,15.7,36.9,2.5,46.5,6.4,4.138710893
"Bland County, Virginia",220.5,42624,6561,14.1,44.8,2.19,53.5,8.7,5.213270142
"Leslie County, Kentucky",262.7,27777,10711,33,42,2.59,49.5,17,3.237555645
"Washington County, New York",198.4,47547,62230,14.6,42.9,2.45,49.1,9.5,4.671621417
"Independence County, Arkansas",170.1,41085,37052,18.6,38.7,2.52,53.2,6.9,4.404237591
"Rolette County, North Dakota",216.9,35630,14649,31.6,30.3,3,38.8,4.8,6.726726727
"Shelby County, Ohio",167.3,50774,48901,10.7,38.9,2.62,57.4,6.7,6.776406036
"Grant County, Kansas",197.8,60279,7733,10.9,32.8,2.86,62.5,7.3,5.375139978
"Wayne County, Ohio",170.3,50106,116063,13.9,38.8,2.6,56.1,4.8,6.420871739
"Thomas County, Georgia",199,36973,45063,24.5,39.4,2.53,45.8,10.5,6.247570929
"Miller County, Arkansas",212.3,40877,43908,20.8,37.8,2.5,45.7,9.6,7.403380449
"Ellsworth County, Kansas",149.6,46961,6343,12.4,44.2,2.08,51,4.3,7.773512476
"Jackson County, Indiana",220.4,48368,44069,14.9,38.3,2.57,54.4,7.3,6.627918833
"Phillips County, Kansas",171.1,45856,5428,11.4,44.7,2.29,60.5,4.3,9.342230696
"Lamar County, Mississippi",163.5,51389,60618,14.2,34,2.68,52.4,8.5,5.380501321
"DeWitt County, Texas",167.1,45717,20797,18,42.2,2.66,50.1,6.8,4.149048626
"Yazoo County, Mississippi",207.4,30313,27387,34.6,35.8,2.82,34.4,19.8,5.055775459
"Platte County, Nebraska",155.1,61768,32847,8.4,38,2.53,57.2,4.5,5.33869116
"Emery County, Utah",113.2,49709,10370,12.9,34.5,3.02,61.9,5.7,7.28003573
"Ripley County, Missouri",236,30019,13802,25.1,41.6,2.57,55.1,10.1,7.130554599
"Webster County, Iowa",169.2,43490,37071,16.3,39.7,2.27,45.5,8.4,6.438050191
"Benton County, Arkansas",166.2,57408,249672,11.9,35,2.75,59.9,4.2,5.82126689
"Morgan County, Colorado",162,47631,28360,13.4,36.4,2.67,54.7,6.2,5.340817963
"Wilkes County, North Carolina",183.5,33398,68502,23.4,43.7,2.48,55.6,11.7,3.78540305
"Shasta County, California",192,43661,179533,14.7,42.2,2.54,49.1,10.3,3.958736974
"Sumner County, Tennessee",162.5,58291,175989,11.3,39.4,2.7,55.6,6,5.056955471
"Poinsett County, Arkansas",247.1,35851,24040,21.9,40.2,2.57,47.9,10,7.948482061
"Abbeville County, South Carolina",183.7,35525,24932,21.4,43.3,2.52,46.8,10.7,5.823783581
"Dickenson County, Virginia",218.9,32103,15115,21.3,43.4,2.43,55.5,8.4,6.491885144
"Lyon County, Minnesota",163,53552,25673,11.5,35.1,2.46,51.3,5.3,5.799293999
"Marion County, South Carolina",193.6,32283,31747,30.1,39.5,2.67,39.7,13.9,8.279819647
"Republic County, Kansas",154.1,42381,4725,12.7,50.9,2.07,57.4,3.8,7.552083333
"Malheur County, Oregon",164.4,35094,30380,28.7,36.1,2.62,47.3,11.2,8.019109367
"Rockbridge County, Virginia",159.2,48497,22354,13,48.3,2.39,55,4.1,6.476146578
"Amherst County, Virginia",183.9,43998,31914,13.7,43.6,0.0248,50.1,6.6,5.278870946
"DeKalb County, Indiana",185.8,51911,42589,10.1,38.6,2.58,52.6,7.5,3.309741882
"San Juan County, Washington",121.4,54721,16252,12.7,54.4,2.04,56.8,5.9,4.586129754
"Hill County, Montana",178,43509,16572,17.6,34.3,2.63,49,4,5.809710918
"Dubuque County, Iowa",167.8,55320,97125,11.5,38.8,2.41,53.2,4.3,5.831840933
"Monroe County, Ohio",188.9,40646,14409,15.7,45.6,2.37,56.7,7.4,6.140350877
"Kittitas County, Washington",161.3,48127,43269,18.6,33,2.34,44.5,7.8,4.333095578
"Comanche County, Oklahoma",186.9,46071,124648,18.6,31.8,2.69,45.7,8.6,6.253896381
"Decatur County, Iowa",209.1,36742,8220,21.3,37.4,2.38,50.1,7.5,5.356186395
"Van Buren County, Tennessee",174.1,34884,5677,20.6,45.8,2.61,51.8,11.2,4.545454545
"Jefferson County, Washington",154.9,50964,30466,14.1,55.6,2.18,53.7,9.5,5.305574211
"Dakota County, Minnesota",154.4,76269,414686,7.3,37.5,2.59,55.2,5,5.401029725
"Scott County, Iowa",185.1,54959,172126,12.2,37.6,2.46,50.7,5.4,5.083188478
"Knox County, Missouri",217.7,37581,3910,19.4,523.2,2.34,58.7,7.4,5.076142132
"Woodbury County, Iowa",176.4,45641,102782,15.2,35.4,2.58,48.7,5.2,6.360617144
"Adams County, Nebraska",157.5,48658,31587,12.5,37.8,2.35,51.9,5.5,5.432887856
"Holmes County, Florida",191.5,35651,19324,26.7,42.1,2.6,48.4,15.4,5.39241858
"Sangamon County, Illinois",185.5,55371,198712,15.3,39.7,2.35,47.7,7.9,4.889917894
"Washington Parish, Louisiana",224.8,29749,46371,29.1,39.2,2.54,46.8,15,6.368497812
"Pointe Coupee Parish, Louisiana",188.2,44469,22251,18.3,42.6,0.0256,45.3,8.3,4.275724276
"Tattnall County, Georgia",216.4,34010,25229,28.2,36.2,2.46,43.4,7.9,8.461219411
"Clarke County, Mississippi",191.4,34910,16006,22.4,41.3,2.51,48.7,11.7,6.761177754
"Cook County, Minnesota",128.7,48593,5194,10.4,51.3,1.93,63.3,4,2.465166131
"Price County, Wisconsin",170.1,42659,13645,13,50.5,2.03,60.4,4.6,6.227254347
"Harrison County, Ohio",201.4,42582,15450,16.9,45.9,2.45,57.8,5.6,7.156549521
"Harris County, Texas",161.4,54230,4538028,17.3,32.8,2.88,47.2,7.5,6.028644456
"Van Zandt County, Texas",182.9,43377,53547,15.9,43.5,2.79,52.5,6.1,6.531059017
"Chautauqua County, Kansas",194.2,39120,3402,16.4,49.1,2.21,59.8,5.1,2.613240418
"Pickens County, Alabama",178,31933,20864,25,42.4,2.51,43.8,13.8,6.291165115
"Carver County, Minnesota",148.8,88500,98741,4.8,36.9,2.76,62.3,3.8,5.473379087
"Essex County, Virginia",183.4,48277,11130,14.5,44.8,2.53,45.4,8.5,1.972920696
"Stephens County, Georgia",213.1,36870,25586,20.9,41.2,2.7,54.9,10.6,7.304204452
"Harrison County, Kentucky",196.4,41406,18763,18.5,41.9,2.57,48.8,8.1,3.484486874
"Parker County, Texas",176.4,67655,126042,9.9,39.6,2.78,58.3,6.1,4.839289566
"Childress County, Texas",192.3,39025,7088,22,34.6,2.44,49.2,5.2,12.14642263
"Milam County, Texas",206.1,41849,24513,18.3,41.4,2.56,51.3,9.6,3.708958249
"Clay County, Florida",182.6,58539,203967,10.9,39,2.84,53.4,10.7,3.920755108
"Jefferson County, Florida",173.5,40205,14081,18,45.3,2.17,46.3,9.4,5.135032332
"Grayson County, Virginia",196,31893,16012,19.9,47.6,2.24,55.2,9,6.072477963
"Tuscaloosa County, Alabama",179,46892,203976,18,31.9,2.75,42.1,7.6,5.461320085
"Latah County, Idaho",148.9,43482,38778,19.9,28.5,2.33,45.5,7.6,4.020530368
"Benson County, North Dakota",169.9,39342,6753,29.9,31,2.97,41.4,6.1,9.492753623
"Charlotte County, Virginia",182.2,36339,12201,20.7,44.6,2.57,44.5,4.9,2.903225806
"Bay County, Michigan",182.3,46061,105659,16.8,42.6,2.42,49.6,9.7,5.244463933
"Yancey County, North Carolina",178.6,35974,17587,20.6,46.2,2.35,59.5,11,3.944716384
"Presque Isle County, Michigan",171.8,39420,12841,16.1,53.2,2.13,59.6,13.1,3.178368121
"Bond County, Illinois",171.7,49886,16950,16.2,40.1,2.57,47.5,6.4,5.736868944
"Juab County, Utah",136.9,55204,10594,11.4,30,3.29,59.4,3.8,6.440382942
"Orangeburg County, South Carolina",194.1,31382,89208,30.8,38.7,2.63,38.1,12.8,6.172501823
"Henderson County, Kentucky",202.4,43040,46407,18.1,40.1,2.41,51.3,8,5.059607622
"Worth County, Missouri",171,38802,2057,15.5,47.8,2.25,59.5,4.3,3.291139241
"Silver Bow County, Montana",171.4,39882,34622,19.5,40.6,2.22,44.8,7,4.512392241
"Steele County, Minnesota",145.9,57850,36755,10.9,39.8,2.52,55,4.9,6.135046611
"Dubois County, Indiana",177.7,53211,42461,8,41.2,2.55,58.4,3.3,6.889676562
"Lane County, Kansas",148.6,53739,1670,10.9,535.2,2.07,55.9,2.4,10.02949853
"Catawba County, North Carolina",176.4,45080,155056,16.2,40.8,2.59,51.7,8.2,4.107398367
"Jerauld County, South Dakota",161.3,48773,1997,14.9,47.5,2.31,62.3,0.9,10.03039514
"Fayette County, Ohio",194.3,44947,28679,15.8,41.1,2.44,51.7,8.6,5.708508322
"Calhoun County, Florida",174.7,35256,14462,22.3,40.5,2.64,44.6,10,4.5
"Randolph County, Georgia",127,25807,7193,36.3,39.2,2.54,40.7,10.4,10.85271318
"Colusa County, California",153.3,48006,21482,14.3,34,3.04,55.1,10.4,6.602564103
"Henry County, Kentucky",233.2,43799,15620,18.3,41.3,2.57,54.1,6.6,5.429997065
"Sacramento County, California",168.9,55803,1501335,18.1,35.5,2.76,45,11.8,5.384470827
"Isabella County, Michigan",180.1,42431,70698,28.3,26.3,2.61,34.9,11.3,3.814938787
"Taylor County, Iowa",181.3,46501,6205,13.1,43.7,2.23,62.3,4.4,5.024311183
"Craven County, North Carolina",181.1,43972,103451,16.4,430.8,2.51,52.8,11.4,6.903026781
"Grayson County, Texas",182.3,49261,125467,15.3,40.2,2.55,52.3,7.8,6.10521758
"Owen County, Indiana",215.1,46001,20872,15.4,43.9,2.46,56.5,8,5.925432756
"Warren County, Missouri",177.6,52959,33513,12.8,40.2,2.74,56.2,8.9,5.58081852
"Montgomery County, Kentucky",205.9,41139,27608,20.8,38.8,2.61,48.4,10.4,5.746046657
"Westmoreland County, Virginia",179.9,48232,17629,15,46.6,2.51,47.6,9.7,3.666942377
"Vigo County, Indiana",201.2,41260,107896,20.2,36,2.45,42.6,8.9,4.964180034
"Cumberland County, Virginia",179.2,41409,9719,19,44.3,2.45,45.8,10.1,7.259953162
"Faulkner County, Arkansas",174,51436,121552,14.7,31.6,2.65,49,6.6,4.772020566
"Kossuth County, Iowa",138.4,52967,15165,9.6,46.1,2.23,60,2.1,6.930346517
"Greene County, Ohio",159.2,59382,164427,13.2,37.7,2.41,51.4,7.6,4.699355673
"Guadalupe County, Texas",162.9,61825,151249,10.4,36.6,2.89,54.6,5.7,5.319420421
"Marion County, Texas",205,34452,10160,23.1,49.1,2.26,55.1,8,1.660795169
"Greene County, Georgia",177.8,42823,16710,24.4,47.6,2.4,52.7,6.8,6.786885246
"Rowan County, North Carolina",189.8,44973,139142,18,40.3,2.6,49.1,11.5,4.889016456
"Kings County, New York",153.8,47547,2636735,23.4,34.4,2.74,40.1,10,5.227447022
"Lee County, Alabama",192,41256,156993,25.2,30.3,2.54,43.6,7.3,4.40533728
"Modoc County, California",160.8,39172,8965,20.2,47.8,2.32,52.1,8.6,8.313253012
"Ottawa County, Oklahoma",229.7,35580,31981,22.1,38.5,2.58,50.9,9.4,5.394016013
"Sheboygan County, Wisconsin",166.9,55335,115569,9.1,41.3,2.4,55.6,5.8,5.012640228
"Currituck County, North Carolina",199,58024,25263,11.2,42.6,2.62,60.7,6.6,3.284671533
"Douglas County, South Dakota",166.5,49251,2977,11.6,48,2.22,66,0.4,7.246376812
"Delaware County, New York",160.7,45860,46053,14.4,46.4,2.31,47.8,9.5,4.154951578
"Leake County, Mississippi",236,32239,22763,27.1,34.8,2.67,45.5,10.5,4
"Fayette County, Pennsylvania",198.7,36902,133628,20.2,44.2,2.41,47.6,8.4,5.078382982
"Macon County, Alabama",214.8,28518,19105,32.1,37.5,2.24,29.7,16.9,2.800074669
"Clark County, Nevada",167.7,51241,2114801,15.6,36.4,2.78,44.6,10.8,5.125073246
"Greene County, Pennsylvania",193.5,49897,37519,16.5,502.8,2.33,49.4,6.4,6.037875061
"Kimball County, Nebraska",203.8,45771,3689,11.7,45.7,2.33,59.4,5.1,9.93485342
"LaPorte County, Indiana",192.5,46243,110884,17.9,39.9,2.38,48.5,9.8,5.182440874
"Cambria County, Pennsylvania",168.5,42703,136411,15.3,44.4,2.28,48.5,8.5,4.763561711
"Fulton County, New York",183.4,45409,53992,17.8,42.8,2.4,49.3,9.3,4.80729036
"Honolulu County, Hawaii",135,73985,998714,9.8,36.9,3.06,50.2,5.6,6.457474103
"Passaic County, New Jersey",159.1,58030,510916,18.2,36.5,3.09,44.3,8.6,4.533343875
"Tensas Parish, Louisiana",142.5,27522,4740,32,43,0.0248,33.8,15.6,2.925809822
"Brooks County, Georgia",159.3,32903,15658,28.8,496.8,2.37,46.9,17,4.200664853
"Crawford County, Arkansas",195.3,43466,61703,16.6,38.8,2.58,58,7.9,5.975420257
"Tyler County, Texas",188.1,40442,21347,19.3,42.8,2.39,53.5,11.5,6.233421751
"Madison County, Georgia",227.2,45557,28441,19.7,40.2,2.75,50.8,8.7,5.50827789
"Bradford County, Pennsylvania",183.8,47242,61281,12.9,44.1,2.52,54.1,5.6,5.284901395
"Brunswick County, Virginia",165.3,37344,16698,21.9,41.7,2.51,38.6,10.5,4.689366786
"Baxter County, Arkansas",194.7,37873,41053,14.9,51.5,2.23,57.5,7.6,4.674318905
"Stephenson County, Illinois",182.6,48569,45749,14.1,44.3,2.37,51.3,9.9,3.816793893
"Bracken County, Kentucky",236.8,41910,8321,18.6,41,2.54,53.4,8.3,6.52995143
"Mercer County, Pennsylvania",186.7,43559,114234,14.6,43.8,2.37,49.3,6.8,4.669101054
"Rock County, Wisconsin",186.8,51237,161448,14.9,38.9,2.47,50.2,8.5,6.125337107
"Charlotte County, Florida",149.8,43242,173115,11.9,57.3,2.26,55.8,10.8,4.954881717
"Vinton County, Ohio",184.3,37633,13048,23.7,41,2.63,54.3,12,8.863399374
"Ogle County, Illinois",168,57126,51659,11.4,498,2.5,55,8,5.772258177
"St. Croix County, Wisconsin",163.8,75920,87513,4.9,37.6,2.63,59.5,4.6,6.401613935
"Crawford County, Indiana",185.8,40657,10483,18,43.1,2.56,52.3,6.6,4.891062695
"Jewell County, Kansas",165.8,44101,2970,13.5,52.1,2.1,63.5,2.5,6.681034483
"Hopkins County, Texas",181.2,44076,36223,20.3,39.2,2.65,57.4,7.1,7.914410931
"Posey County, Indiana",168.7,59975,25512,10.7,42.5,2.51,59.8,5.3,6.012884753
"Moody County, South Dakota",166,53654,6430,12.3,40.7,2.3,56,6.1,10.9939759
"Lafayette Parish, Louisiana",182.9,51340,240098,15.1,34,2.55,44.6,6.3,5.986172971
"Faulk County, South Dakota",146.6,46633,2337,13.2,46.9,2.16,52.4,0.7,15.65656566
"Grant County, Minnesota",159.9,48179,5903,10.5,46.3,2.32,60.1,3.6,8.227848101
"Walker County, Georgia",212.7,39078,68066,20,40.4,2.59,51.3,8.4,6.366601435
"Barnwell County, South Carolina",212.1,32205,21725,27,39.8,2.61,42.8,14.7,5.998421468
"Hamilton County, Iowa",153.2,53691,15190,9.4,42.4,2.36,59.2,3.8,2.258064516
"Ozaukee County, Wisconsin",161.9,77364,87850,5,43.8,2.5,60.5,4.5,4.880531448
"Lawrence County, Alabama",193.3,41574,33115,16.6,41.7,2.46,54.4,9.8,4.830100247
"Perry County, Indiana",208.1,44623,19347,15.5,41.4,2.42,53.9,5.6,5.856832972
"Bullock County, Alabama",176.2,26580,10696,35.1,39.3,2.73,28.9,18,4.138851802
"Yoakum County, Texas",158.8,60738,8546,11.4,34.1,3.01,62.2,8.1,5.57582074
"Cass County, Nebraska",193.1,66522,25512,6.9,498,2.57,62,3.8,7.938902508
"Madison County, Ohio",197,52996,44094,12.6,40.2,2.57,48.1,5.9,4.909090909
"Clayton County, Georgia",165.3,42985,273955,22.9,32.4,2.97,35.8,14.1,5.066533644
"Lee County, Iowa",181.3,44719,35089,17.7,42.9,2.4,49.8,8.7,6.389732266
"Grant County, North Dakota",147.3,39679,2388,16.1,53.6,2.05,62.6,3.4,7.277628032
"Washington County, Georgia",186.4,36137,20816,30.2,40,2.64,41.3,12.2,5.967408768
"Vernon Parish, Louisiana",204.5,46682,50803,13.9,30,2.82,55,7.5,7.229203118
"Brown County, Indiana",190.7,52582,14977,12.9,48.3,2.44,54.9,6.2,3.156748911
"Madison County, New York",174.2,51600,71849,11.8,40.8,2.55,46.7,5.1,3.238819733
